Company Name,DUNS Number,Address: line1,Address: line2,City,State/Province,State/Province ISO code,Country,Annual Sales,Industry,SIC Code,Website,Contact Job Title,Gender,Personal Linkedin Link,Contact First Name,Contact Last Name,No of PCs,No of Servers,No of Colur Printers,Major Network Brand,No of Laser Printers
Level 3 Communications Inc.,70-510-7793,5,91538 Del Sol Trail,Bakersfield,Texas,TX,United States,2102491990,Personal & Other Services,36047420,g.co,Marketing Manager,Female,www.linkedin.com/Celia,Celia,TURNER,558,32,125,,18
Levi Strauss & Co.,70-510-7794,5,91538 Del Sol Trail,Bakersfield,Tennessee,TN,United States,2708969739,Transport & Warehousing,36047421,g.co,Consultant - IT,Female,www.linkedin.com/Jade,Jade,PARSONS,598,57,61,,13
Lexmark International Inc.,70-510-7795,5,91538 Del Sol Trail,Bakersfield,California,CA,United States,4132921297,Finance & Insurance,36047422,g.co,Joint General Manager - Infra,Male,www.linkedin.com/Heinrich,Heinrich,GREEN,103,66,39,,8
Limited Inc.,70-510-7796,5,91538 Del Sol Trail,Bakersfield,Kansas,KS,United States,8739092608,WHOLESALE & RETAIL TRADE,36047423,g.co,Cashier,Male,www.linkedin.com/Jeb,Jeb,CRAWFORD,433,28,48,,13
Lincoln National Corporation,70-510-7797,5,91538 Del Sol Trail,Bakersfield,North Carolina,NC,United States,7041892161,Health & Community Services,36047424,g.co,Senior Manager - Information System North Zone,Male,www.linkedin.com/Hamel,Hamel,HOUSE,123,61,164,,11
Linens 'n Things Inc.,70-510-7798,5,91538 Del Sol Trail,Bakersfield,North Carolina,NC,United States,4058407448,Accommodation & Food Services,36047425,g.co,Regional Business Manager,Female,www.linkedin.com/Kenna,Kenna,PATTERSON,712,57,115,,11
Lithia Motors Inc.,70-510-7799,5,91538 Del Sol Trail,Bakersfield,Idaho,ID,United States,5729802718,Construction & Engineering Services,36047426,g.co,Customer Relation - Manager,Male,www.linkedin.com/Hanford,Hanford,KNIGHT,246,51,144,,17
Liz Claiborne Inc.,70-510-7800,5,91538 Del Sol Trail,Bakersfield,North Carolina,NC,United States,4058746187,Accommodation & Food Services,36047427,g.co,Senior Manager - Talent Development,Male,www.linkedin.com/Aristotle,Aristotle,ROBERT,388,52,117,,13
Lockheed Martin Corporation,70-510-7801,5,91538 Del Sol Trail,Bakersfield,Missouri,MO,United States,7559887996,IT Supplier,36047428,g.co,Head - HR & Accounts,Female,www.linkedin.com/Sheelah,Sheelah,KENNEDY,444,21,102,,19
Loews Corporation,70-510-7802,5,91538 Del Sol Trail,Bakersfield,Wyoming,WY,United States,1200090526,Accommodation & Food Services,36047429,g.co,Associate,Female,www.linkedin.com/Yehudit,Yehudit,FRANCIS,890,42,186,,14
Longs Drug Stores Corporation,70-510-7803,5,91538 Del Sol Trail,Bakersfield,Utah,UT,United States,7369882685,Accommodation & Food Services,36047430,g.co,Additional General Manager - Projec,Female,www.linkedin.com/Cresa,Cresa,THOMPSON,765,44,174,,5
Louisiana-Pacific Corporation,70-510-7804,5,91538 Del Sol Trail,Bakersfield,Ohio,OH,United States,7622898093,Accommodation & Food Services,36047431,g.co,Global Head - SI & Transformation Solutions,Male,www.linkedin.com/Gasper,Gasper,RICHARDSON,160,51,48,,13
Lowe's Companies Inc.,70-510-7805,5,91538 Del Sol Trail,Bakersfield,Hawaii,HI,United States,4119326467,"Real Estate, Rental & Leasing",36047432,g.co,Deputy Chief Architect,Male,www.linkedin.com/Niall,Niall,LAMB,989,46,195,,14
LSI Logic Corporation,70-510-7806,5,91538 Del Sol Trail,Bakersfield,Arizona,AZ,United States,1226245517,Personal & Other Services,36047433,g.co,Relationship Manager - Telecom,Female,www.linkedin.com/Stevana,Stevana,PERRY,564,50,97,,5
The LTV Corporation,70-510-7807,5,91538 Del Sol Trail,Bakersfield,Kentucky,KY,United States,9937023004,Telecommunications,36047434,g.co,Computer Incharge,Female,www.linkedin.com/Annissa,Annissa,WILKINSON,270,43,103,,9
The Lubrizol Corporation,70-510-7808,5,91538 Del Sol Trail,Bakersfield,South Dakota,SD,United States,5809867726,Diversified,36047435,g.co,Lead IT - Consultant,Male,www.linkedin.com/Alfonso,Alfonso,WALTER,372,33,85,,19
Lucent Technologies Inc.,70-510-7809,5,91538 Del Sol Trail,Bakersfield,Guam,GU,United States,3719148553,Information & Media,36047436,g.co,General Manager - Solutions Engineering,Female,www.linkedin.com/Bambie,Bambie,PARKER,100,46,107,,12
Lyondell Chemical Company,70-510-7810,5,91538 Del Sol Trail,Bakersfield,Illinois,IL,United States,5386359318,Government,36047437,g.co,General Manager - Cr,Male,www.linkedin.com/Casey,Casey,OWENS,808,47,153,,11
M & T Bank Corporation,70-510-7811,5,91538 Del Sol Trail,Bakersfield,Wisconsin,WI,United States,8055958168,"Real Estate, Rental & Leasing",36047438,g.co,Managing Director & Chief Executive Officer,Female,www.linkedin.com/Elysha,Elysha,BUTLER,830,61,113,,7
Magellan Health Services Inc.,70-510-7812,5,91538 Del Sol Trail,Bakersfield,Iowa,IA,United States,7162491440,Business Management and Scientific Services,36047439,g.co,Head - Accounts & Finance,Male,www.linkedin.com/Elias,Elias,STEVENS,683,68,44,,11
Mail-Well Inc.,70-510-7813,5,91538 Del Sol Trail,Bakersfield,Maine,ME,United States,6736454367,Government,36047440,g.co,Consultant - Technical,Female,www.linkedin.com/Michele,Michele,FOSTER,234,29,180,,6
Mandalay Resort Group,70-510-7814,5,91538 Del Sol Trail,Bakersfield,Washington DC,DC,United States,7063351677,IT Supplier,36047441,g.co,Senior Associate - IT,Male,www.linkedin.com/Matthias,Matthias,NORTON,441,62,184,,17
Manor Care Inc.,70-510-7815,5,91538 Del Sol Trail,Bakersfield,New Jersey,NJ,United States,5817209669,Finance & Insurance,36047442,g.co,System Manager,Male,www.linkedin.com/Gerome,Gerome,HOPKINS,839,55,123,,8
Manpower Inc.,70-510-7816,5,91538 Del Sol Trail,Bakersfield,Washington DC,DC,United States,1979434493,Finance & Insurance,36047443,g.co,Senior Dgm - Administration,Male,www.linkedin.com/Augie,Augie,JORDAN,613,60,61,,17
Marathon Oil Corporation,70-510-7817,5,91538 Del Sol Trail,Bakersfield,Kansas,KS,United States,3166731209,Finance & Insurance,36047444,g.co,Chief Engineer - IT Infrastructure,Male,www.linkedin.com/Antonin,Antonin,DAVIS,452,64,181,,19
Mariner Health Care Inc.,70-510-7818,5,91538 Del Sol Trail,Bakersfield,Arkansas,AR,United States,7789193766,Education Services,36047445,g.co,Manager - IT,Female,www.linkedin.com/Tiffi,Tiffi,COLLEGE,514,38,45,,14
Markel Corporation,70-510-7819,5,91538 Del Sol Trail,Bakersfield,Kansas,KS,United States,9774321931,Construction & Engineering Services,36047446,g.co,Senior Officer - Mortgage Loans,Male,www.linkedin.com/Ephram,Ephram,TODD,126,68,130,,14
Marriott International Inc.,70-510-7820,5,91538 Del Sol Trail,Bakersfield,California,CA,United States,9939681654,Manufacturing,36047447,g.co,General Manager - HR,Female,www.linkedin.com/Jeannie,Jeannie,COOKE,221,59,137,,17
Marsh & McLennan Companies Inc.,70-510-7821,5,91538 Del Sol Trail,Bakersfield,South Carolina,SC,United States,7876961608,Construction & Engineering Services,36047448,g.co,Manager - Database Systems,Female,www.linkedin.com/Julianna,Julianna,REED,322,68,77,,8
Marsh Supermarkets Inc.,70-510-7822,5,91538 Del Sol Trail,Bakersfield,Kansas,KS,United States,4498070532,MINING,36047449,g.co,Director - Operation,Male,www.linkedin.com/Noland,Noland,LAWRENCE,315,59,93,,13
Marshall & Ilsley Corporation,70-510-7823,5,91538 Del Sol Trail,Bakersfield,South Dakota,SD,United States,3904363243,"Real Estate, Rental & Leasing",36047450,g.co,Chief Manager Procurement,Female,www.linkedin.com/Catina,Catina,BROOKS,172,28,72,,11
Martin Marietta Materials Inc.,70-510-7824,5,91538 Del Sol Trail,Bakersfield,Guam,GU,United States,3456603679,"Arts, Entertainment & Recreation",36047451,g.co,Network Lead,Male,www.linkedin.com/Jefferey,Jefferey,ADAMS,668,21,155,,11
Masco Corporation,70-510-7825,5,91538 Del Sol Trail,Bakersfield,Minnesota,MN,United States,2289788802,Construction & Engineering Services,36047452,g.co,Assistant Regional Manager,Male,www.linkedin.com/Luciano,Luciano,PEARSON,130,70,82,,7
Massey Energy Company,70-510-7826,5,91538 Del Sol Trail,Bakersfield,Kentucky,KY,United States,5479410002,Manufacturing,36047453,g.co,General Manager - Administration & Accounts,Female,www.linkedin.com/Corry,Corry,JONES,548,54,141,,18
MasTec Inc.,70-510-7827,5,91538 Del Sol Trail,Bakersfield,Missouri,MO,United States,2772196450,Banking,36047454,g.co,Assistant Executive - Systems,Female,www.linkedin.com/Andra,Andra,STEPHENS,876,35,102,,9
Mattel Inc.,70-510-7828,5,91538 Del Sol Trail,Bakersfield,Arizona,AZ,United States,8469135472,MINING,36047455,g.co,Marketing Manager,Male,www.linkedin.com/Adair,Adair,JOHNSTON,769,66,194,,15
Maxim Integrated Products Inc.,70-510-7829,5,91538 Del Sol Trail,Bakersfield,Delaware,DE,United States,6205283308,Construction & Engineering Services,36047456,g.co,Consumer Finance,Male,www.linkedin.com/Robbie,Robbie,HUNTER,551,57,94,,13
Maxtor Corporation,70-510-7830,5,91538 Del Sol Trail,Bakersfield,Hawaii,HI,United States,1518710197,Education Services,36047457,g.co,Incharge - Marketing,Male,www.linkedin.com/Barrie,Barrie,BALL,376,58,143,,7
Maxxam Inc.,70-510-7831,5,91538 Del Sol Trail,Bakersfield,North Dakota,ND,United States,6907850444,Business Management and Scientific Services,36047458,g.co,General Manager - West,Female,www.linkedin.com/Nettie,Nettie,WALSH,690,28,71,,9
The May Department Stores Company,70-510-7832,5,91538 Del Sol Trail,Bakersfield,Arkansas,AR,United States,3457765248,MINING,36047459,g.co,Igp,Male,www.linkedin.com/Marty,Marty,KELLY,295,60,198,,19
Maytag Corporation,70-510-7833,5,91538 Del Sol Trail,Bakersfield,Indiana,IN,United States,7918866487,"Arts, Entertainment & Recreation",36047460,g.co,Developer - Engineer,Male,www.linkedin.com/Sparky,Sparky,HOLT,892,50,85,,13
MBNA Corporation,70-510-7834,5,91538 Del Sol Trail,Bakersfield,Alabama,AL,United States,6704381637,Finance & Insurance,36047461,g.co,Chief Manager - Systems,Female,www.linkedin.com/Abbe,Abbe,SCOTT,172,62,200,,17
McCormick & Company Incorporated,70-510-7835,5,91538 Del Sol Trail,Bakersfield,Ohio,OH,United States,9048158227,Banking,36047462,g.co,Chief Technical Service,Female,www.linkedin.com/Lani,Lani,JOHN,627,70,142,,13
McDonald's Corporation,70-510-7836,5,91538 Del Sol Trail,Bakersfield,Wyoming,WY,United States,4576449526,Business Management and Scientific Services,36047463,g.co,Chief Executive Officer & Head - Fi,Female,www.linkedin.com/Lettie,Lettie,PETERSON,342,34,46,,8
The McGraw-Hill Companies Inc.,70-510-7837,5,91538 Del Sol Trail,Bakersfield,New Hampshire,NH,United States,5160608409,Electrical & Electronics,36047464,g.co,Owner,Male,www.linkedin.com/Jonny,Jonny,FLETCHER,618,33,158,,18
McKesson Corporation,70-510-7838,5,91538 Del Sol Trail,Bakersfield,Oklahoma,OK,United States,9433879400,Diversified,36047465,g.co,Chief Manager - System,Male,www.linkedin.com/Rodger,Rodger,WILLIAMS,584,65,91,,13
McLeodUSA Incorporated,70-510-7839,5,91538 Del Sol Trail,Bakersfield,Missouri,MO,United States,2138962964,Utilities & Waste Management,36047466,g.co,Incharge - IT,Female,www.linkedin.com/Rosene,Rosene,KING,864,29,152,,13
M.D.C. Holdings Inc.,70-510-7840,5,91538 Del Sol Trail,Bakersfield,Rhode Island,RI,United States,8585925721,"Arts, Entertainment & Recreation",36047467,g.co,Assistant Manager - ERP,Male,www.linkedin.com/Orrin,Orrin,PRATT,575,30,78,,5
MDU Resources Group Inc.,70-510-7841,5,91538 Del Sol Trail,Bakersfield,Delaware,DE,United States,1645716448,Utilities & Waste Management,36047468,g.co,Associate Director - IT,Female,www.linkedin.com/Tova,Tova,JONES,995,63,50,,9
MeadWestvaco Corporation,70-510-7842,5,91538 Del Sol Trail,Bakersfield,Tennessee,TN,United States,9608170381,WHOLESALE & RETAIL TRADE,36047469,g.co,Director - Works,Female,www.linkedin.com/Katrine,Katrine,MC,415,58,124,,17
Medtronic Inc.,70-510-7843,5,91538 Del Sol Trail,Bakersfield,Connecticut,CT,United States,8325260439,IT Supplier,36047470,g.co,Vice President - Corporate Planning,Female,www.linkedin.com/Bunnie,Bunnie,WEBB,983,28,81,,11
Mellon Financial Corporation,70-510-7844,5,91538 Del Sol Trail,Bakersfield,Texas,TX,United States,9204318978,MINING,36047471,g.co,Deputy General Manager - Strategy,Female,www.linkedin.com/Raine,Raine,HICKS,796,46,56,,18
The Men's Wearhouse Inc.,70-510-7845,5,91538 Del Sol Trail,Bakersfield,New Hampshire,NH,United States,5450733829,Electrical & Electronics,36047472,g.co,Head - GT Production,Female,www.linkedin.com/Suzi,Suzi,SUTTON,785,63,191,,8
"Merck & Co., Inc.",70-510-7846,5,91538 Del Sol Trail,Bakersfield,South Carolina,SC,United States,2123263447,Education Services,36047473,g.co,Manager - Network & Telecommunication,Female,www.linkedin.com/Mariel,Mariel,WHITE,255,53,49,,17
Mercury General Corporation,70-510-7847,5,91538 Del Sol Trail,Bakersfield,Connecticut,CT,United States,1151367137,Construction & Engineering Services,36047474,g.co,Manager - Purchase,Female,www.linkedin.com/Adelle,Adelle,RYAN,938,67,109,,6
Merrill Lynch & Co. Inc.,70-510-7848,5,91538 Del Sol Trail,Bakersfield,Tennessee,TN,United States,6706856628,Transport & Warehousing,36047475,g.co,Administrator - IT,Male,www.linkedin.com/Weston,Weston,ATKINSON,464,32,157,,11
Metaldyne Corporation,70-510-7849,5,91538 Del Sol Trail,Bakersfield,New Mexico,NM,United States,3756748714,Health & Community Services,36047476,g.co,Executive - Business Development,Male,www.linkedin.com/Stafford,Stafford,JOHNSTON,969,61,175,,13
Metals USA Inc.,70-510-7850,5,91538 Del Sol Trail,Bakersfield,Florida,FL,United States,9577244055,Information & Media,36047477,g.co,General Manager - Financial Inclusion & Priority S,Male,www.linkedin.com/Jock,Jock,SNYDER,691,20,134,,19
MetLife Inc.,70-510-7851,5,91538 Del Sol Trail,Bakersfield,Maryland,MD,United States,5588330709,Government,36047478,g.co,Senior Information Systems Manager,Female,www.linkedin.com/Joey,Joey,SAUNDERS,978,22,165,,12
Metris Companies Inc,70-510-7852,5,91538 Del Sol Trail,Bakersfield,Wyoming,WY,United States,1403581669,Electrical & Electronics,36047479,g.co,Manager - Network & Telecommunication,Female,www.linkedin.com/Tamara,Tamara,REYNOLDS,767,67,160,,12
MGIC Investment Corporation,70-510-7853,5,91538 Del Sol Trail,Bakersfield,Florida,FL,United States,2914720877,Construction & Engineering Services,36047480,g.co,Computer Incharge,Female,www.linkedin.com/Flossi,Flossi,STEVENS,498,45,104,,7
MGM Mirage,70-510-7854,5,91538 Del Sol Trail,Bakersfield,Connecticut,CT,United States,5664066679,MINING,36047481,g.co,Manager - Accounts & IT,Male,www.linkedin.com/Darin,Darin,MYERS,920,64,116,,20
Michaels Stores Inc.,70-510-7855,5,91538 Del Sol Trail,Bakersfield,Missouri,MO,United States,3202574725,Finance & Insurance,36047482,g.co,Service Delivery Manager,Male,www.linkedin.com/Ransell,Ransell,WOODS,418,43,140,,11
Micron Technology Inc.,70-510-7856,5,91538 Del Sol Trail,Bakersfield,West Virginia,WV,United States,3923008398,Transport & Warehousing,36047483,g.co,Head - Infrastructure,Male,www.linkedin.com/Giraldo,Giraldo,SCOTT,113,70,37,,17
Microsoft Corporation,70-510-7857,5,91538 Del Sol Trail,Bakersfield,Maryland,MD,United States,4198992090,Telecommunications,36047484,g.co,Director - Purchase,Female,www.linkedin.com/Beckie,Beckie,MOORE,545,22,181,,9
Milacron Inc.,70-510-7858,5,91538 Del Sol Trail,Bakersfield,Louisiana,LA,United States,3856448747,Health & Community Services,36047485,g.co,General Manager - Cr,Male,www.linkedin.com/Worth,Worth,ROBERTSON,871,61,51,,5
Millennium Chemicals Inc.,70-510-7859,5,91538 Del Sol Trail,Bakersfield,California,CA,United States,9347038380,Government,36047486,g.co,Manager - EDP,Male,www.linkedin.com/Matthias,Matthias,FISHER,644,41,96,,15
Mirant Corporation,70-510-7860,5,91538 Del Sol Trail,Bakersfield,New Mexico,NM,United States,7197832616,Electrical & Electronics,36047487,g.co,Executive Vice President - Heating & Cooling Busin,Male,www.linkedin.com/Aguste,Aguste,BLACK,928,44,146,,20
Mohawk Industries Inc.,70-510-7861,5,91538 Del Sol Trail,Bakersfield,New Mexico,NM,United States,2288932350,MINING,36047488,g.co,Teritory Incharge - Sales,Male,www.linkedin.com/Jean,Jean,HUGHES,776,32,128,,7
Molex Incorporated,70-510-7862,5,91538 Del Sol Trail,Bakersfield,Delaware,DE,United States,7317512405,WHOLESALE & RETAIL TRADE,36047489,g.co,System Manager,Female,www.linkedin.com/Galina,Galina,HARPER,495,48,175,,11
The MONY Group Inc.,70-510-7863,5,91538 Del Sol Trail,Bakersfield,Washington DC,DC,United States,4817948412,Telecommunications,36047490,g.co,Director - Marketing,Female,www.linkedin.com/Gabriel,Gabriel,BARTON,277,35,121,,12
Morgan Stanley Dean Witter & Co.,70-510-7864,5,91538 Del Sol Trail,Bakersfield,Hawaii,HI,United States,1986186368,Electrical & Electronics,36047491,g.co,Manager - Administrator,Female,www.linkedin.com/Virginia,Virginia,ALEXANDER,344,66,118,,9
Motorola Inc.,70-510-7865,5,91538 Del Sol Trail,Bakersfield,Utah,UT,United States,5123853744,Information & Media,36047492,g.co,Senior Executive - Customer Service,Male,www.linkedin.com/Carlos,Carlos,DUNN,666,59,46,,13
MPS Group Inc.,70-510-7866,5,91538 Del Sol Trail,Bakersfield,Nevada,NV,United States,8655230405,Education Services,36047493,g.co,Systems Engineer Manager,Male,www.linkedin.com/Antonino,Antonino,BARKER,808,67,133,,10
Murphy Oil Corporation,70-510-7867,5,91538 Del Sol Trail,Bakersfield,Alabama,AL,United States,5158107153,Personal & Other Services,36047494,g.co,Vice President - Strategic Planning,Male,www.linkedin.com/Irwin,Irwin,GIBSON,716,33,121,,12
Nabors Industries Inc,70-510-7868,5,91538 Del Sol Trail,Bakersfield,Mississippi,MS,United States,4758076209,Personal & Other Services,36047495,g.co,Associate Director - IT BPE,Female,www.linkedin.com/Quinn,Quinn,HAMMOND,420,37,64,,17
Nacco Industries Inc,70-510-7869,5,91538 Del Sol Trail,Bakersfield,California,CA,United States,2313729260,Education Services,36047496,g.co,Head - Procurement,Female,www.linkedin.com/Pooh,Pooh,GILBERT,409,26,176,,9
Nash Finch Company,70-510-7870,5,91538 Del Sol Trail,Bakersfield,Idaho,ID,United States,9673453981,MINING,36047497,g.co,Network Lead - SD,Male,www.linkedin.com/Hilary,Hilary,ELLIS,540,57,50,,8
National City Corp.,70-510-7871,5,91538 Del Sol Trail,Bakersfield,Guam,GU,United States,4966330110,MINING,36047498,g.co,Non - Executive Director - IT,Female,www.linkedin.com/Shellie,Shellie,LEE,377,58,71,,6
National Commerce Financial Corporation,70-510-7872,5,91538 Del Sol Trail,Bakersfield,Vermont,VT,United States,9769678415,Business Management and Scientific Services,36047499,g.co,Manager - Business Development,Male,www.linkedin.com/Felix,Felix,WALLACE,112,37,69,,15
National Fuel Gas Company,70-510-7873,5,91538 Del Sol Trail,Bakersfield,Connecticut,CT,United States,4437568168,Accommodation & Food Services,36047500,g.co,Manager - Purchase,Male,www.linkedin.com/Leonerd,Leonerd,PARKER,516,53,161,,19
National Oilwell Inc,70-510-7874,5,91538 Del Sol Trail,Bakersfield,Illinois,IL,United States,9744379294,IT Supplier,36047501,g.co,Senior Associate - Sales,Male,www.linkedin.com/Bard,Bard,BARBER,936,43,181,,16
National Rural Utilities Cooperative Finance Corporation,70-510-7875,5,91538 Del Sol Trail,Bakersfield,Nebraska,NE,United States,3740673364,Electrical & Electronics,36047502,g.co,Senior Executive - Customer Service,Male,www.linkedin.com/Townie,Townie,WARREN,583,32,62,,17
National Semiconductor Corporation,70-510-7876,5,91538 Del Sol Trail,Bakersfield,Montana,MT,United States,7177651172,Education Services,36047503,g.co,Business Systems Analyst,Male,www.linkedin.com/Piet,Piet,HOWARD,268,66,66,,7
National Service Industries Inc,70-510-7877,5,91538 Del Sol Trail,Bakersfield,Montana,MT,United States,8447878407,Finance & Insurance,36047504,g.co,Head - HR & Accounts,Male,www.linkedin.com/Humphrey,Humphrey,WELCH,430,24,106,,19
Navistar International Corporation,70-510-7878,5,91538 Del Sol Trail,Bakersfield,Illinois,IL,United States,1767678126,Government,36047505,g.co,Senior Consultant,Male,www.linkedin.com/Vite,Vite,SIMPSON,715,30,95,,10
NCR Corporation,70-510-7879,5,91538 Del Sol Trail,Bakersfield,Louisiana,LA,United States,4534160817,Telecommunications,36047506,g.co,Sr Officer - Systems,Male,www.linkedin.com/Barr,Barr,HALE,321,39,146,,15
The Neiman Marcus Group Inc.,70-510-7880,5,91538 Del Sol Trail,Bakersfield,Maryland,MD,United States,7335114044,Finance & Insurance,36047507,g.co,Assistant General Manager - IT,Female,www.linkedin.com/Sharl,Sharl,STEVENS,158,20,102,,9
New Jersey Resources Corporation,70-510-7881,5,91538 Del Sol Trail,Bakersfield,Alaska,AK,United States,1964552730,Personal & Other Services,36047508,g.co,Deputy Manager - Systems Audit,Female,www.linkedin.com/Myrle,Myrle,BAILEY,680,65,94,,19
New York Times Company,70-510-7882,5,91538 Del Sol Trail,Bakersfield,Mississippi,MS,United States,1057498315,Personal & Other Services,36047509,g.co,Deputy General Manager - Quality & Services,Female,www.linkedin.com/Julieta,Julieta,BLAKE,479,27,127,,5
Newell Rubbermaid Inc,70-510-7883,5,91538 Del Sol Trail,Bakersfield,Nevada,NV,United States,3088712249,Information & Media,36047510,g.co,Deputy General Manager - Finance,Female,www.linkedin.com/Rea,Rea,WEBB,710,48,123,,14
Newmont Mining Corporation,70-510-7884,5,91538 Del Sol Trail,Bakersfield,Iowa,IA,United States,9140896260,Personal & Other Services,36047511,g.co,Programmer - IT,Female,www.linkedin.com/Thomasina,Thomasina,LEE,712,45,66,,7
Nextel Communications Inc,70-510-7885,5,91538 Del Sol Trail,Bakersfield,Arizona,AZ,United States,6714455456,Business Management and Scientific Services,36047512,g.co,Vice President - Accounts,Female,www.linkedin.com/Siana,Siana,EDWARD,141,70,68,,5
Nicor Inc,70-510-7886,5,91538 Del Sol Trail,Bakersfield,Washington,WA,United States,8279945903,Information & Media,36047513,g.co,Director - Business Development & HR,Male,www.linkedin.com/Bengt,Bengt,WILKINSON,558,38,150,,10
Nike Inc,70-510-7887,5,91538 Del Sol Trail,Bakersfield,Mississippi,MS,United States,5604563917,Government,36047514,g.co,Assistant Manager - Network Operations,Female,www.linkedin.com/Sibilla,Sibilla,PRICE,274,32,164,,14
NiSource Inc,70-510-7888,5,91538 Del Sol Trail,Bakersfield,Oregon,OR,United States,1790056154,Construction & Engineering Services,36047515,g.co,Assistant General Manager - Departm,Male,www.linkedin.com/Trent,Trent,REED,193,31,140,,9
Noble Energy Inc,70-510-7889,5,91538 Del Sol Trail,Bakersfield,Iowa,IA,United States,2281489546,Construction & Engineering Services,36047516,g.co,Director - IT,Female,www.linkedin.com/Sianna,Sianna,BRYAN,532,42,127,,19
Nordstrom Inc,70-510-7890,5,91538 Del Sol Trail,Bakersfield,Maryland,MD,United States,5597601388,Business Management and Scientific Services,36047517,g.co,Head - IT Infrastructure,Female,www.linkedin.com/Vikky,Vikky,PIERCE,424,51,34,,12
Norfolk Southern Corporation,70-510-7891,5,91538 Del Sol Trail,Bakersfield,Texas,TX,United States,8419191528,"Arts, Entertainment & Recreation",36047518,g.co,Chief General Manager - Technical,Male,www.linkedin.com/Griffith,Griffith,MC,766,68,184,,18
Nortek Inc,70-510-7892,5,91538 Del Sol Trail,Bakersfield,North Dakota,ND,United States,5547643788,Telecommunications,36047519,g.co,Senior Manager - Accounts,Male,www.linkedin.com/Pablo,Pablo,MATTHEWS,198,21,147,,8
North Fork Bancorporation Inc,70-510-7893,5,91538 Del Sol Trail,Bakersfield,Texas,TX,United States,4986986538,Government,36047520,g.co,Manager - IT,Male,www.linkedin.com/Leroy,Leroy,GORDON,624,68,178,,18
Northeast Utilities System,70-510-7894,5,91538 Del Sol Trail,Bakersfield,Connecticut,CT,United States,7595838125,Utilities & Waste Management,36047521,g.co,Assistant Vice President - Global Sales,Male,www.linkedin.com/Pembroke,Pembroke,LONG,220,21,188,,20
Northern Trust Corporation,70-510-7895,5,91538 Del Sol Trail,Bakersfield,Pennsylvania,PA,United States,6486955021,Banking,36047522,g.co,Manager - ABG,Male,www.linkedin.com/Leonardo,Leonardo,HOWE,733,42,85,,10
Northrop Grumman Corporation,70-510-7896,5,91538 Del Sol Trail,Bakersfield,West Virginia,WV,United States,8427642431,Diversified,36047523,g.co,General Manager - Sp & Cmc,Male,www.linkedin.com/Manish,Manish,SUTTON,309,56,180,,7
NorthWestern Corporation,70-510-7897,5,91538 Del Sol Trail,Bakersfield,New Jersey,NJ,United States,5275138369,MINING,36047524,g.co,General Manager - Inspection & CVO,Female,www.linkedin.com/Sibilla,Sibilla,PARSONS,718,52,193,,15
Novellus Systems Inc,70-510-7898,5,91538 Del Sol Trail,Bakersfield,Iowa,IA,United States,7467298982,Government,36047525,g.co,General Manager - Technical & Marketing,Female,www.linkedin.com/Lolande,Lolande,DIXON,646,27,158,,11
NSTAR,70-510-7899,5,91538 Del Sol Trail,Bakersfield,Illinois,IL,United States,8066732893,Construction & Engineering Services,36047526,g.co,Executive - Projects,Female,www.linkedin.com/Coretta,Coretta,DAVID,280,38,57,,10
NTL Incorporated,70-510-7900,5,91538 Del Sol Trail,Bakersfield,New York,NY,United States,9405029216,Business Management and Scientific Services,36047527,g.co,Chief Marketing Officer,Female,www.linkedin.com/Jo,Jo,NORTON,381,52,103,,6
Nucor Corp,70-510-7901,5,91538 Del Sol Trail,Bakersfield,New Jersey,NJ,United States,3474429555,Accommodation & Food Services,36047528,g.co,Research Technology & Innovations,Male,www.linkedin.com/Jesus,Jesus,PHILLIPS,512,40,161,,19
Nvidia Corp,70-510-7902,5,91538 Del Sol Trail,Bakersfield,Michigan,MI,United States,6445314839,Information & Media,36047529,g.co,Chief - Accountant,Female,www.linkedin.com/Janeva,Janeva,CHAPMAN,885,46,105,,11
NVR Inc,70-510-7903,5,91538 Del Sol Trail,Bakersfield,Puerto Rico,PR,United States,3625236228,Electrical & Electronics,36047530,g.co,Deputy General Manager - Accounts,Male,www.linkedin.com/Kenny,Kenny,MANN,271,22,81,,11
Northwest Airlines Corp,70-510-7904,5,91538 Del Sol Trail,Bakersfield,Alabama,AL,United States,2208547248,Business Management and Scientific Services,36047531,g.co,Head - of the Plant,Male,www.linkedin.com/Matt,Matt,BATES,638,51,48,,20
Occidental Petroleum Corp,70-510-7905,5,91538 Del Sol Trail,Bakersfield,New Mexico,NM,United States,5516192351,"Real Estate, Rental & Leasing",36047532,g.co,Manager - Accounts & Administrator,Male,www.linkedin.com/Drew,Drew,STEVENS,596,62,192,,19
Ocean Energy Inc,70-510-7906,5,91538 Del Sol Trail,Bakersfield,Maine,ME,United States,7588052155,Information & Media,36047533,g.co,Senior Officer - Finance,Female,www.linkedin.com/Louise,Louise,COOKE,495,42,181,,9
Office Depot Inc.,70-510-7907,5,91538 Del Sol Trail,Bakersfield,California,CA,United States,2579152140,Utilities & Waste Management,36047534,g.co,Assistant Prof IT,Male,www.linkedin.com/Tremaine,Tremaine,BARNES,584,54,168,,9
OfficeMax Inc,70-510-7908,5,91538 Del Sol Trail,Bakersfield,West Virginia,WV,United States,8820157870,Personal & Other Services,36047535,g.co,Level F,Male,www.linkedin.com/Casey,Casey,MORTON,898,24,125,,6
