Company Name,DUNS Number,Address: line1,Address: line2,City,State/Province,State/Province ISO code,Country,Annual Sales,Industry,SIC Code,Website,Contact Job Title,Gender,Personal Linkedin Link,Contact First Name,Contact Last Name,No of PCs,No of Servers,No of Colur Printers,Major Network Brand,No of Laser Printers
Markel Corporation,70-610-7819,5,91538 Del Sol Trail,Bakersfield,Maine,ME,United States,5915262436,Manufacturing,36047446,g.co,Head - ERU Operations - South,Female,www.linkedin.com/Alexina,Alexina,REED,126,68,130,,14
Marriott International Inc.,70-610-7820,5,91538 Del Sol Trail,Bakersfield,South Dakota,SD,United States,7841090103,Construction & Engineering Services,36047447,g.co,Assistant Deputy General,Male,www.linkedin.com/Parker,Parker,PAUL,221,59,137,,17
Marsh & McLennan Companies Inc.,70-610-7821,5,91538 Del Sol Trail,Bakersfield,Virgin Islands,VI,United States,2726742975,"Real Estate, Rental & Leasing",36047448,g.co,Senior Manager - Talent Development,Male,www.linkedin.com/Davidde,Davidde,GRIFFIN,322,68,77,,8
Marsh Supermarkets Inc.,70-610-7822,5,91538 Del Sol Trail,Bakersfield,New Hampshire,NH,United States,6501731717,"Real Estate, Rental & Leasing",36047449,g.co,Group Manager - HR,Male,www.linkedin.com/Georgy,Georgy,WHEELER,315,59,93,,13
Marshall & Ilsley Corporation,70-610-7823,5,91538 Del Sol Trail,Bakersfield,Mississippi,MS,United States,1433238910,Construction & Engineering Services,36047450,g.co,Coordinator - IT,Male,www.linkedin.com/Levon,Levon,COLEMAN,172,28,72,,11
Martin Marietta Materials Inc.,70-610-7824,5,91538 Del Sol Trail,Bakersfield,California,CA,United States,2475320368,Construction & Engineering Services,36047451,g.co,Team Lead,Male,www.linkedin.com/Willis,Willis,BOYD,668,21,155,,11
Masco Corporation,70-610-7825,5,91538 Del Sol Trail,Bakersfield,Kansas,KS,United States,8355443489,Banking,36047452,g.co,Assistant General Manager - Marketing,Male,www.linkedin.com/Tynan,Tynan,BENNETT,130,70,82,,7
Massey Energy Company,70-610-7826,5,91538 Del Sol Trail,Bakersfield,Missouri,MO,United States,7775060774,Government,36047453,g.co,Assistant Manager - Data Center,Male,www.linkedin.com/Hercule,Hercule,GORDON,548,54,141,,18
MasTec Inc.,70-610-7827,5,91538 Del Sol Trail,Bakersfield,Georgia,GA,United States,8515810591,Accommodation & Food Services,36047454,g.co,Area Manager,Female,www.linkedin.com/Cacilia,Cacilia,SHAW,876,35,102,,9
Mattel Inc.,70-610-7828,5,91538 Del Sol Trail,Bakersfield,Louisiana,LA,United States,6310559614,WHOLESALE & RETAIL TRADE,36047455,g.co,Assistant General Manager - Systems,Male,www.linkedin.com/Jordy,Jordy,LONG,769,66,194,,15
Maxim Integrated Products Inc.,70-610-7829,5,91538 Del Sol Trail,Bakersfield,Pennsylvania,PA,United States,2261356938,Finance & Insurance,36047456,g.co,Senior Associate - Sales,Male,www.linkedin.com/Cal,Cal,FRANCIS,551,57,94,,13
Maxtor Corporation,70-610-7830,5,91538 Del Sol Trail,Bakersfield,Oregon,OR,United States,7401864348,Utilities & Waste Management,36047457,g.co,Deputy Manger - IT,Female,www.linkedin.com/Berna,Berna,PETERS,376,58,143,,7
Maxxam Inc.,70-610-7831,5,91538 Del Sol Trail,Bakersfield,Nebraska,NE,United States,1118589475,Finance & Insurance,36047458,g.co,Country Head,Female,www.linkedin.com/Arlina,Arlina,EDWARDS,690,28,71,,9
The May Department Stores Company,70-610-7832,5,91538 Del Sol Trail,Bakersfield,Rhode Island,RI,United States,2231597071,Personal & Other Services,36047459,g.co,IT - Project Manager,Male,www.linkedin.com/Leonidas,Leonidas,STEWART,295,60,198,,19
Maytag Corporation,70-610-7833,5,91538 Del Sol Trail,Bakersfield,Indiana,IN,United States,1863652096,Information & Media,36047460,g.co,Team Lead - Service Delivery,Male,www.linkedin.com/Torey,Torey,BALL,892,50,85,,13
MBNA Corporation,70-610-7834,5,91538 Del Sol Trail,Bakersfield,Missouri,MO,United States,7214529895,Information & Media,36047461,g.co,General Manager - R & L,Male,www.linkedin.com/Christofer,Christofer,TODD,172,62,200,,17
McCormick & Company Incorporated,70-610-7835,5,91538 Del Sol Trail,Bakersfield,Michigan,MI,United States,2190616301,Health & Community Services,36047462,g.co,Designer - Solutions,Male,www.linkedin.com/Davey,Davey,WALTER,627,70,142,,13
McDonald's Corporation,70-610-7836,5,91538 Del Sol Trail,Bakersfield,Virginia,VA,United States,7444117976,Business Management and Scientific Services,36047463,g.co,Network Administrator,Male,www.linkedin.com/Demetrius,Demetrius,MOORE,342,34,46,,8
The McGraw-Hill Companies Inc.,70-610-7837,5,91538 Del Sol Trail,Bakersfield,Missouri,MO,United States,7522382846,Information & Media,36047464,g.co,Delivery Head - Software,Female,www.linkedin.com/Roslyn,Roslyn,PERKINS,618,33,158,,18
McKesson Corporation,70-610-7838,5,91538 Del Sol Trail,Bakersfield,Wisconsin,WI,United States,4704969803,IT Supplier,36047465,g.co,Senior Manager - Information System North Zone,Female,www.linkedin.com/Karna,Karna,MATTHEWS,584,65,91,,13
McLeodUSA Incorporated,70-610-7839,5,91538 Del Sol Trail,Bakersfield,New Hampshire,NH,United States,6283239921,Transport & Warehousing,36047466,g.co,President - HR,Female,www.linkedin.com/Magdaia,Magdaia,PETERS,864,29,152,,13
M.D.C. Holdings Inc.,70-610-7840,5,91538 Del Sol Trail,Bakersfield,Idaho,ID,United States,9201963765,Government,36047467,g.co,Assistant Vice President - Information Security Gr,Male,www.linkedin.com/Brewer,Brewer,FRANCIS,575,30,78,,5
MDU Resources Group Inc.,70-610-7841,5,91538 Del Sol Trail,Bakersfield,Rhode Island,RI,United States,2174465228,Finance & Insurance,36047468,g.co,Incharge - Services,Male,www.linkedin.com/Herman,Herman,CAMERON,995,63,50,,9
MeadWestvaco Corporation,70-610-7842,5,91538 Del Sol Trail,Bakersfield,Iowa,IA,United States,5716190206,Business Management and Scientific Services,36047469,g.co,Director - Battery Technology,Male,www.linkedin.com/Francesco,Francesco,CAMERON,415,58,124,,17
Medtronic Inc.,70-610-7843,5,91538 Del Sol Trail,Bakersfield,Indiana,IN,United States,9379907436,Electrical & Electronics,36047470,g.co,Senior Executive - IT,Male,www.linkedin.com/Winton,Winton,AUSTIN,983,28,81,,11
Mellon Financial Corporation,70-610-7844,5,91538 Del Sol Trail,Bakersfield,New Mexico,NM,United States,9683440916,Personal & Other Services,36047471,g.co,General Manager (MS) & CIO,Male,www.linkedin.com/Artie,Artie,BROS,796,46,56,,18
The Men's Wearhouse Inc.,70-610-7845,5,91538 Del Sol Trail,Bakersfield,Alaska,AK,United States,6227317665,Banking,36047472,g.co,Assistant divisional engineer - billing & IT,Male,www.linkedin.com/Yule,Yule,GEO,785,63,191,,8
"Merck & Co., Inc.",70-610-7846,5,91538 Del Sol Trail,Bakersfield,Rhode Island,RI,United States,2536937955,Information & Media,36047473,g.co,Chairman - Airports,Female,www.linkedin.com/Effie,Effie,MORRIS,255,53,49,,17
Mercury General Corporation,70-610-7847,5,91538 Del Sol Trail,Bakersfield,Missouri,MO,United States,6329923891,Construction & Engineering Services,36047474,g.co,Operator - Computer,Male,www.linkedin.com/Howard,Howard,BALDWIN,938,67,109,,6
Merrill Lynch & Co. Inc.,70-610-7848,5,91538 Del Sol Trail,Bakersfield,Arizona,AZ,United States,3090151605,Education Services,36047475,g.co,Practice Director - ITIS Datacenter Services,Male,www.linkedin.com/Giancarlo,Giancarlo,HAYES,464,32,157,,11
Metaldyne Corporation,70-610-7849,5,91538 Del Sol Trail,Bakersfield,Kansas,KS,United States,3875399274,Utilities & Waste Management,36047476,g.co,Head - Corporate Communication,Female,www.linkedin.com/Elonore,Elonore,CRAIG,969,61,175,,13
Metals USA Inc.,70-610-7850,5,91538 Del Sol Trail,Bakersfield,Pennsylvania,PA,United States,1631486716,MINING,36047477,g.co,Deputy General Manager - Computer,Male,www.linkedin.com/Osborn,Osborn,WM,691,20,134,,19
MetLife Inc.,70-610-7851,5,91538 Del Sol Trail,Bakersfield,Utah,UT,United States,2806348935,Information & Media,36047478,g.co,Deputy Manager - Data Center,Female,www.linkedin.com/Paulita,Paulita,THOMSON,978,22,165,,12
Metris Companies Inc,70-610-7852,5,91538 Del Sol Trail,Bakersfield,Louisiana,LA,United States,5056618491,WHOLESALE & RETAIL TRADE,36047479,g.co,Vice President - People & Operation,Male,www.linkedin.com/Corbin,Corbin,BELL,767,67,160,,12
MGIC Investment Corporation,70-610-7853,5,91538 Del Sol Trail,Bakersfield,Oklahoma,OK,United States,4993919405,Education Services,36047480,g.co,General Manager - Planning,Female,www.linkedin.com/Cherri,Cherri,STEVENS,498,45,104,,7
MGM Mirage,70-610-7854,5,91538 Del Sol Trail,Bakersfield,California,CA,United States,5104626213,Telecommunications,36047481,g.co,General Manager - Sales,Female,www.linkedin.com/Editha,Editha,STANLEY,920,64,116,,20
Michaels Stores Inc.,70-610-7855,5,91538 Del Sol Trail,Bakersfield,Arizona,AZ,United States,4709230495,Banking,36047482,g.co,Head of Department - IT,Female,www.linkedin.com/Tiff,Tiff,BRYAN,418,43,140,,11
Micron Technology Inc.,70-610-7856,5,91538 Del Sol Trail,Bakersfield,Oklahoma,OK,United States,1334375081,Electrical & Electronics,36047483,g.co,Regional Manager - Finance,Female,www.linkedin.com/Lurette,Lurette,COX,113,70,37,,17
Microsoft Corporation,70-610-7857,5,91538 Del Sol Trail,Bakersfield,Hawaii,HI,United States,8671054019,Personal & Other Services,36047484,g.co,President & Chief Technology Officer,Male,www.linkedin.com/Jaime,Jaime,STEVENS,545,22,181,,9
Milacron Inc.,70-610-7858,5,91538 Del Sol Trail,Bakersfield,Washington,WA,United States,9359581249,Electrical & Electronics,36047485,g.co,Technical Leader,Female,www.linkedin.com/Nana,Nana,CHAPMAN,871,61,51,,5
Millennium Chemicals Inc.,70-610-7859,5,91538 Del Sol Trail,Bakersfield,Connecticut,CT,United States,4853066227,Utilities & Waste Management,36047486,g.co,Purchase - Officer,Male,www.linkedin.com/Sunny,Sunny,HICKS,644,41,96,,15
Mirant Corporation,70-610-7860,5,91538 Del Sol Trail,Bakersfield,Maine,ME,United States,3568109447,Construction & Engineering Services,36047487,g.co,Solution Architect - Server,Female,www.linkedin.com/Teressa,Teressa,WOOD,928,44,146,,20
Mohawk Industries Inc.,70-610-7861,5,91538 Del Sol Trail,Bakersfield,Nevada,NV,United States,4216101870,Diversified,36047488,g.co,Divisional Controller - Finance,Female,www.linkedin.com/Lanni,Lanni,HILL,776,32,128,,7
Molex Incorporated,70-610-7862,5,91538 Del Sol Trail,Bakersfield,Virgin Islands,VI,United States,7321994069,Electrical & Electronics,36047489,g.co,Senior Vice President - Finance & Supply,Male,www.linkedin.com/Benjamin,Benjamin,MC,495,48,175,,11
The MONY Group Inc.,70-610-7863,5,91538 Del Sol Trail,Bakersfield,Minnesota,MN,United States,7849103907,IT Supplier,36047490,g.co,Vice Principal,Female,www.linkedin.com/Petronilla,Petronilla,PARSONS,277,35,121,,12
Morgan Stanley Dean Witter & Co.,70-610-7864,5,91538 Del Sol Trail,Bakersfield,Guam,GU,United States,7281442155,Utilities & Waste Management,36047491,g.co,Administrator IT - System,Male,www.linkedin.com/Casey,Casey,JOSEPH,344,66,118,,9
Motorola Inc.,70-610-7865,5,91538 Del Sol Trail,Bakersfield,Connecticut,CT,United States,4921445879,Health & Community Services,36047492,g.co,Executive Vice President - Technology,Female,www.linkedin.com/Dulciana,Dulciana,COX,666,59,46,,13
MPS Group Inc.,70-610-7866,5,91538 Del Sol Trail,Bakersfield,Florida,FL,United States,8586199645,Information & Media,36047493,g.co,Head - Manufacturing,Female,www.linkedin.com/Stesha,Stesha,HART,808,67,133,,10
Murphy Oil Corporation,70-610-7867,5,91538 Del Sol Trail,Bakersfield,Alabama,AL,United States,1611487066,Business Management and Scientific Services,36047494,g.co,Senior Manager - Brands,Female,www.linkedin.com/Malory,Malory,RUSSELL,716,33,121,,12
Nabors Industries Inc,70-610-7868,5,91538 Del Sol Trail,Bakersfield,Colorado,CO,United States,2590775449,MINING,36047495,g.co,General Manager - Administrator,Male,www.linkedin.com/Pieter,Pieter,WALKER,420,37,64,,17
Nacco Industries Inc,70-610-7869,5,91538 Del Sol Trail,Bakersfield,Washington,WA,United States,5638555279,Diversified,36047496,g.co,President - Delivery,Male,www.linkedin.com/George,George,FLEMING,409,26,176,,9
Nash Finch Company,70-610-7870,5,91538 Del Sol Trail,Bakersfield,Washington,WA,United States,6420994015,Utilities & Waste Management,36047497,g.co,Incharge - Branch,Female,www.linkedin.com/Jasmina,Jasmina,BOOTH,540,57,50,,8
National City Corp.,70-610-7871,5,91538 Del Sol Trail,Bakersfield,New York,NY,United States,6405363520,Health & Community Services,36047498,g.co,Senior Officer - Accounts,Female,www.linkedin.com/Winne,Winne,WALTER,377,58,71,,6
National Commerce Financial Corporation,70-610-7872,5,91538 Del Sol Trail,Bakersfield,Maryland,MD,United States,3596490761,Health & Community Services,36047499,g.co,Senior Vice President - Quality,Male,www.linkedin.com/Hendrick,Hendrick,HILL,112,37,69,,15
National Fuel Gas Company,70-610-7873,5,91538 Del Sol Trail,Bakersfield,North Carolina,NC,United States,3964356723,Electrical & Electronics,36047500,g.co,General Manager - T & I,Female,www.linkedin.com/Sharity,Sharity,REED,516,53,161,,19
National Oilwell Inc,70-610-7874,5,91538 Del Sol Trail,Bakersfield,Utah,UT,United States,6115390704,MINING,36047501,g.co,Consultant - Finance,Male,www.linkedin.com/Jennings,Jennings,BARKER,936,43,181,,16
National Rural Utilities Cooperative Finance Corporation,70-610-7875,5,91538 Del Sol Trail,Bakersfield,Rhode Island,RI,United States,9131449301,Accommodation & Food Services,36047502,g.co,Deputy Managing Director,Male,www.linkedin.com/Fonz,Fonz,BARRETT,583,32,62,,17
National Semiconductor Corporation,70-410-7876,5,91538 Del Sol Trail,Bakersfield,Oklahoma,OK,United States,5619888691,WHOLESALE & RETAIL TRADE,36047503,g.co,Senior Manager - Bids & Sales Engineering,Male,www.linkedin.com/Billy,Billy,WILLIAMS,268,66,66,,7
National Service Industries Inc,70-410-7877,5,91538 Del Sol Trail,Bakersfield,California,CA,United States,9207308212,Banking,36047504,g.co,Solution Architect - Server,Male,www.linkedin.com/Timmie,Timmie,MC,430,24,106,,19
Navistar International Corporation,70-410-7878,5,91538 Del Sol Trail,Bakersfield,Hawaii,HI,United States,1564357808,WHOLESALE & RETAIL TRADE,36047505,g.co,Assistant Vice President,Male,www.linkedin.com/Sumner,Sumner,CITY,715,30,95,,10
NCR Corporation,70-410-7879,5,91538 Del Sol Trail,Bakersfield,South Carolina,SC,United States,4855389218,Electrical & Electronics,36047506,g.co,System Administrator & Manager - HR,Female,www.linkedin.com/Sada,Sada,LITTLE,321,39,146,,15
The Neiman Marcus Group Inc.,70-410-7880,5,91538 Del Sol Trail,Bakersfield,Indiana,IN,United States,4456534387,Transport & Warehousing,36047507,g.co,Head Of Department - Solutioning India West,Female,www.linkedin.com/Rochelle,Rochelle,COLEMAN,158,20,102,,9
New Jersey Resources Corporation,70-410-7881,5,91538 Del Sol Trail,Bakersfield,Georgia,GA,United States,2734987156,Construction & Engineering Services,36047508,g.co,Senior Joint President - Marketing,Male,www.linkedin.com/Andrea,Andrea,RILEY,680,65,94,,19
New York Times Company,70-410-7882,5,91538 Del Sol Trail,Bakersfield,New Hampshire,NH,United States,1836948264,Transport & Warehousing,36047509,g.co,Senior Director - HR,Female,www.linkedin.com/Taryn,Taryn,CLAY,479,27,127,,5
Newell Rubbermaid Inc,70-410-7883,5,91538 Del Sol Trail,Bakersfield,Montana,MT,United States,2631468797,MINING,36047510,g.co,Manager - Accounts,Male,www.linkedin.com/Lesley,Lesley,SULLIVAN,710,48,123,,14
Newmont Mining Corporation,70-410-7884,5,91538 Del Sol Trail,Bakersfield,New York,NY,United States,8954886591,IT Supplier,36047511,g.co,Technology Information Service,Female,www.linkedin.com/Mariana,Mariana,WARNER,712,45,66,,7
Nextel Communications Inc,70-410-7885,5,91538 Del Sol Trail,Bakersfield,Vermont,VT,United States,7230978138,Finance & Insurance,36047512,g.co,Divisional Head,Female,www.linkedin.com/Crystal,Crystal,CRAWFORD,141,70,68,,5
Nicor Inc,70-410-7886,5,91538 Del Sol Trail,Bakersfield,Kentucky,KY,United States,7293008349,Information & Media,36047513,g.co,Senior Tech Inform,Male,www.linkedin.com/Wilfrid,Wilfrid,CARROLL,558,38,150,,10
Nike Inc,70-410-7887,5,91538 Del Sol Trail,Bakersfield,Oklahoma,OK,United States,6633734311,Transport & Warehousing,36047514,g.co,Vice President - Operations,Female,www.linkedin.com/Nydia,Nydia,GOULD,274,32,164,,14
NiSource Inc,70-410-7888,5,91538 Del Sol Trail,Bakersfield,South Dakota,SD,United States,3395601683,Utilities & Waste Management,36047515,g.co,Assistant Manager - Sales,Male,www.linkedin.com/Fran,Fran,FULLER,193,31,140,,9
Noble Energy Inc,70-410-7889,5,91538 Del Sol Trail,Bakersfield,Kentucky,KY,United States,5140348412,Electrical & Electronics,36047516,g.co,Vice President - Material,Female,www.linkedin.com/Star,Star,RICHARDS,532,42,127,,19
Nordstrom Inc,70-410-7890,5,91538 Del Sol Trail,Bakersfield,Utah,UT,United States,6230364614,Utilities & Waste Management,36047517,g.co,Financial Analyst,Female,www.linkedin.com/Colette,Colette,THOMAS,424,51,34,,12
Norfolk Southern Corporation,70-410-7891,5,91538 Del Sol Trail,Bakersfield,Connecticut,CT,United States,3902244087,Health & Community Services,36047518,g.co,Dgm - IT,Female,www.linkedin.com/Briteny,Briteny,STEWART,766,68,184,,18
Nortek Inc,70-410-7892,5,91538 Del Sol Trail,Bakersfield,New York,NY,United States,8753350634,Government,36047519,g.co,Manager - Production,Female,www.linkedin.com/Deloria,Deloria,REYNOLDS,198,21,147,,8
North Fork Bancorporation Inc,70-410-7893,5,91538 Del Sol Trail,Bakersfield,Montana,MT,United States,6874801900,"Real Estate, Rental & Leasing",36047520,g.co,Igp,Female,www.linkedin.com/Bette,Bette,STREET,624,68,178,,18
Northeast Utilities System,70-410-7894,5,91538 Del Sol Trail,Bakersfield,Virginia,VA,United States,9209146622,Utilities & Waste Management,36047521,g.co,Head - Hr & Communication,Male,www.linkedin.com/Herrick,Herrick,FRENCH,220,21,188,,20
Northern Trust Corporation,70-410-7895,5,91538 Del Sol Trail,Bakersfield,Delaware,DE,United States,2087990610,Construction & Engineering Services,36047522,g.co,Senior Scientist & Incharge - Compu,Male,www.linkedin.com/Augie,Augie,EDWARD,733,42,85,,10
Northrop Grumman Corporation,70-410-7896,5,91538 Del Sol Trail,Bakersfield,New Jersey,NJ,United States,1063976434,IT Supplier,36047523,g.co,Superintendent - Computer Engineer,Female,www.linkedin.com/Lynnelle,Lynnelle,SHARP,309,56,180,,7
NorthWestern Corporation,70-410-7897,5,91538 Del Sol Trail,Bakersfield,Arizona,AZ,United States,2672629862,Health & Community Services,36047524,g.co,Design Engineer - engg - SEF,Female,www.linkedin.com/Tillie,Tillie,OWENS,718,52,193,,15
Novellus Systems Inc,70-410-7898,5,91538 Del Sol Trail,Bakersfield,North Carolina,NC,United States,4948556263,Accommodation & Food Services,36047525,g.co,Officer - EDP,Female,www.linkedin.com/Shelby,Shelby,OWEN,646,27,158,,11
NSTAR,70-410-7899,5,91538 Del Sol Trail,Bakersfield,Connecticut,CT,United States,1233878321,Electrical & Electronics,36047526,g.co,Senior Manager - Production,Female,www.linkedin.com/Ambrosia,Ambrosia,PRATT,280,38,57,,10
NTL Incorporated,70-410-7900,5,91538 Del Sol Trail,Bakersfield,Nebraska,NE,United States,1212274414,Information & Media,36047527,g.co,Senior Deputy Director - EDP,Female,www.linkedin.com/Janie,Janie,FRENCH,381,52,103,,6
Nucor Corp,70-410-7901,5,91538 Del Sol Trail,Bakersfield,Colorado,CO,United States,1216784871,Diversified,36047528,g.co,General Manager - Business Development,Female,www.linkedin.com/Othelia,Othelia,DIXON,512,40,161,,19
Nvidia Corp,70-410-7902,5,91538 Del Sol Trail,Bakersfield,Montana,MT,United States,7807913022,Finance & Insurance,36047529,g.co,Junior Executive,Male,www.linkedin.com/Hervey,Hervey,FRANK,885,46,105,,11
NVR Inc,70-410-7903,5,91538 Del Sol Trail,Bakersfield,Maryland,MD,United States,6425195909,Transport & Warehousing,36047530,g.co,P M O Admin,Female,www.linkedin.com/Nerte,Nerte,CLAY,271,22,81,,11
Northwest Airlines Corp,70-410-7904,5,91538 Del Sol Trail,Bakersfield,Minnesota,MN,United States,3690152939,Accommodation & Food Services,36047531,g.co,Teritory Incharge - Sales,Female,www.linkedin.com/Tiertza,Tiertza,CURTIS,638,51,48,,20
Occidental Petroleum Corp,70-410-7905,5,91538 Del Sol Trail,Bakersfield,Connecticut,CT,United States,1946568030,Transport & Warehousing,36047532,g.co,Administrator - HR,Male,www.linkedin.com/Derrick,Derrick,MORRISON,596,62,192,,19
Ocean Energy Inc,70-410-7906,5,91538 Del Sol Trail,Bakersfield,Massachusetts,MA,United States,1463928414,IT Supplier,36047533,g.co,Assistant - IT Consultant,Female,www.linkedin.com/Hermine,Hermine,BOYD,495,42,181,,9
Office Depot Inc.,70-410-7907,5,91538 Del Sol Trail,Bakersfield,Massachusetts,MA,United States,3064477675,Utilities & Waste Management,36047534,g.co,Business Coordinator,Female,www.linkedin.com/Krystalle,Krystalle,PAUL,584,54,168,,9
OfficeMax Inc,70-410-7908,5,91538 Del Sol Trail,Bakersfield,Indiana,IN,United States,1582920297,IT Supplier,36047535,g.co,Product Specialist - Enterprise Computing - TSG,Female,www.linkedin.com/Clo,Clo,HICKS,898,24,125,,6
OGE Energy Corp,70-410-7909,5,91538 Del Sol Trail,Bakersfield,Wisconsin,WI,United States,8182051075,IT Supplier,36047536,g.co,Senior Manager - Production,Female,www.linkedin.com/Tim,Tim,FORD,507,33,128,,9
Oglethorpe Power Corp.,70-410-7910,5,91538 Del Sol Trail,Bakersfield,New Mexico,NM,United States,4148713101,Telecommunications,36047537,g.co,Chief Manager - Corporate Communication,Male,www.linkedin.com/Haven,Haven,TAYLOR,877,36,171,,14
Ohio Casualty Corp.,70-410-7911,5,91538 Del Sol Trail,Bakersfield,New Hampshire,NH,United States,3696087062,Information & Media,36047538,g.co,General Manager - Ps,Male,www.linkedin.com/Erin,Erin,OLIVER,676,66,147,,10
Old Republic International Corp.,70-410-7912,5,91538 Del Sol Trail,Bakersfield,Illinois,IL,United States,3420573031,Business Management and Scientific Services,36047539,g.co,Executive - Projects,Female,www.linkedin.com/Irita,Irita,MYERS,345,23,124,,6
Olin Corp.,70-410-7913,5,91538 Del Sol Trail,Bakersfield,Montana,MT,United States,5002539506,Education Services,36047540,g.co,Ase,Female,www.linkedin.com/Geeta,Geeta,BOYD,182,31,191,,8
OM Group Inc,70-410-7914,5,91538 Del Sol Trail,Bakersfield,Hawaii,HI,United States,7285033940,"Arts, Entertainment & Recreation",36047541,g.co,Vice Chairman & Chief Executive Officer,Female,www.linkedin.com/Rosella,Rosella,GRANT,470,40,32,,15
Omnicare Inc,70-410-7915,5,91538 Del Sol Trail,Bakersfield,Utah,UT,United States,2338350195,Accommodation & Food Services,36047542,g.co,Chief General Manager - Accounts,Male,www.linkedin.com/Lionel,Lionel,HARRIS,789,68,141,,7
Omnicom Group,70-410-7916,5,91538 Del Sol Trail,Bakersfield,Illinois,IL,United States,3012555876,Electrical & Electronics,36047543,g.co,Vice President - Finance & Account,Female,www.linkedin.com/Melisse,Melisse,FRANKLIN,152,29,191,,17
On Semiconductor Corp,70-410-7917,5,91538 Del Sol Trail,Bakersfield,New Mexico,NM,United States,6463607956,Government,36047544,g.co,Information Technology,Male,www.linkedin.com/Sonnie,Sonnie,GRAY,538,21,102,,16
ONEOK Inc,70-410-7918,5,91538 Del Sol Trail,Bakersfield,Florida,FL,United States,8434860007,Electrical & Electronics,36047545,g.co,President - Technical,Female,www.linkedin.com/Darcee,Darcee,STEWART,781,25,172,,9
Oracle Corp,70-410-7919,5,91538 Del Sol Trail,Bakersfield,Minnesota,MN,United States,1879767795,Business Management and Scientific Services,36047546,g.co,Deputy General Manager - Engineering,Male,www.linkedin.com/Vlad,Vlad,GRANT,663,26,174,,13
Oshkosh Truck Corp,70-410-7920,5,91538 Del Sol Trail,Bakersfield,Wisconsin,WI,United States,2848192177,Government,36047547,g.co,Lead - HR,Female,www.linkedin.com/Lora,Lora,STONE,676,47,182,,16
Outback Steakhouse Inc.,70-410-7921,5,91538 Del Sol Trail,Bakersfield,Florida,FL,United States,5573310865,"Arts, Entertainment & Recreation",36047548,g.co,General Manager - Administrator,Male,www.linkedin.com/Elroy,Elroy,MARSH,702,33,134,,6
Owens & Minor Inc.,70-410-7922,5,91538 Del Sol Trail,Bakersfield,New York,NY,United States,4523939274,Banking,36047549,g.co,President - HR,Male,www.linkedin.com/Eliot,Eliot,MISS,194,28,35,,11
Owens Corning,70-410-7923,5,91538 Del Sol Trail,Bakersfield,New Jersey,NJ,United States,2300231341,Manufacturing,36047550,g.co,Member - Finance,Female,www.linkedin.com/Florida,Florida,FISHER,255,50,116,,19
Owens-Illinois Inc,70-410-7924,5,91538 Del Sol Trail,Bakersfield,Kentucky,KY,United States,2532704723,Government,36047551,g.co,Head - IT & SAP,Male,www.linkedin.com/Butler,Butler,HOLMES,523,30,87,,8
Oxford Health Plans Inc,70-410-7925,5,91538 Del Sol Trail,Bakersfield,Wisconsin,WI,United States,3991477983,Education Services,36047552,g.co,Deputy General Manager - Accounts &,Female,www.linkedin.com/Adi,Adi,BATES,939,60,135,,9
Paccar Inc,70-410-7926,5,91538 Del Sol Trail,Bakersfield,Oklahoma,OK,United States,7267803964,WHOLESALE & RETAIL TRADE,36047553,g.co,Lead Associate,Male,www.linkedin.com/Si,Si,SNYDER,127,29,51,,13
PacifiCare Health Systems Inc,70-410-7927,5,91538 Del Sol Trail,Bakersfield,South Carolina,SC,United States,8079945624,Health & Community Services,36047554,g.co,Senior Director - Manufacturing,Male,www.linkedin.com/Alan,Alan,SHAW,673,48,82,,13
Packaging Corp. of America,70-410-7928,5,91538 Del Sol Trail,Bakersfield,Louisiana,LA,United States,2711955670,Telecommunications,36047555,g.co,Associate - Marketing,Male,www.linkedin.com/Skip,Skip,TRYNISKI,637,56,142,,8
Pactiv Corp,70-410-7929,5,91538 Del Sol Trail,Bakersfield,Wisconsin,WI,United States,9878748062,Diversified,36047556,g.co,Group Product Manager Parle Products,Female,www.linkedin.com/Marylee,Marylee,HOUSE,681,38,150,,7
Pall Corp,70-410-7930,5,91538 Del Sol Trail,Bakersfield,Wisconsin,WI,United States,3701482050,Utilities & Waste Management,36047557,g.co,Assistant Manager - IT Networking,Male,www.linkedin.com/Evelyn,Evelyn,DAVIS,432,59,131,,14
Pantry Inc,70-410-7931,5,91538 Del Sol Trail,Bakersfield,Arizona,AZ,United States,6575285917,Education Services,36047558,g.co,Head - GT Production,Female,www.linkedin.com/Alex,Alex,BROWN,407,59,161,,9
Park Place Entertainment Corp,70-410-7932,5,91538 Del Sol Trail,Bakersfield,West Virginia,WV,United States,1665573854,MINING,36047559,g.co,Manager - Finance & IT,Male,www.linkedin.com/Mackenzie,Mackenzie,CHAPMAN,435,32,171,,8
Parker Hannifin Corp.,70-410-7933,5,91538 Del Sol Trail,Bakersfield,Pennsylvania,PA,United States,2087495970,"Arts, Entertainment & Recreation",36047560,g.co,Manager - Communications,Female,www.linkedin.com/Lotte,Lotte,WOODS,345,65,156,,8
Pathmark Stores Inc.,70-410-7934,5,91538 Del Sol Trail,Bakersfield,Virgin Islands,VI,United States,3674845333,Diversified,36047561,g.co,Manager - Finance,Male,www.linkedin.com/Terrill,Terrill,WARNER,362,29,128,,16
